bus_id,x,y,degree,symbol_type,ss_type,name,cross_prefecture,border_side
259,724.14,770.34,2,substation_or_sw,開閉所,福田町,False,
260,702.63,750.93,2,substation_or_sw,変電所,苦竹,False,
261,710.04,767.12,3,substation_or_sw,開閉所,福田町,False,
262,721.32,754.56,1,substation_or_sw,変電所,福田町,False,
263,599.16,833.4,1,substation_or_sw,変電所,土樋,False,
264,611.64,831.0,1,junction,,土樋,False,
265,591.12,680.16,1,substation_or_sw,変電所,七北田,False,
266,697.08,716.52,1,substation_or_sw,開閉所,小鶴新田,False,
267,688.44,722.4,1,substation_or_sw,開閉所,小鶴新田,False,
268,693.81,737.97,2,substation_or_sw,開閉所,苦竹,False,
269,752.76,793.92,1,junction,,東若林,False,
270,724.56,793.92,1,junction,,卸町,False,
271,716.22,822.78,0,substation_or_sw,開閉所,沖野,False,
272,617.82,662.64,2,generator,発電所,七北田,False,
273,645.27,680.28,2,substation_or_sw,開閉所,鶴ヶ谷,False,
274,708.24,736.2,2,junction,,苦竹,False,
275,681.0,683.52,2,junction,,小鶴新田,False,
276,722.88,807.72,2,substation_or_sw,開閉所,東若林,False,
277,573.84,800.31,0,substation_or_sw,変電所,八木山,False,
278,583.92,769.68,1,junction,,大町,False,
279,611.16,761.04,2,substation_or_sw,開閉所,広瀬通,False,
280,652.32,726.72,1,substation_or_sw,開閉所,中仙台,False,
281,599.52,753.58,2,substation_or_sw,変電所,大町,False,
282,634.08,738.24,3,substation_or_sw,開閉所,中仙台,False,
283,652.152,769.176,1,substation_or_sw,開閉所,五ツ橋,False,
284,624.36,690.0,1,substation_or_sw,開閉所,旭ヶ丘,False,
285,604.32,703.32,1,substation_or_sw,変電所,堤通,False,
286,578.64,713.7,2,substation_or_sw,変電所,堤通,False,
287,605.76,722.4,1,substation_or_sw,開閉所,勾当台,False,
288,623.58,767.58,0,substation_or_sw,開閉所,柳町通,False,
289,552.84,742.68,1,generator,発電所,（340701）,False,
290,558.84,733.68,1,junction,,（340706）,False,
291,568.8,770.7,0,substation_or_sw,変電所,大町,False,
292,613.44,736.56,1,substation_or_sw,開閉所,本町,False,
293,233.76,835.68,1,generator,発電所,（340501）,False,
