bus_id,x,y,degree,symbol_type,ss_type,name,cross_prefecture,border_side
350,264.06,236.671,0,substation_or_sw,開閉所,,False,
351,275.64,142.951,1,junction,,,False,
352,265.68,144.751,1,junction,,,False,
353,269.76,315.871,1,substation_or_sw,開閉所,,False,
354,288.12,111.871,1,junction,,,True,N
355,285.88,92.551,1,substation_or_sw,開閉所,,False,
356,312.92,92.791,1,generator,発電所,,False,
357,417.0,97.111,1,junction,,,False,
358,417.12,78.811,2,substation_or_sw,開閉所,,False,
359,259.92,264.631,0,junction,,,False,
360,261.0,247.891,0,junction,,,False,
361,351.48,92.911,1,junction,,,False,
362,355.08,82.231,1,generator,発電所,,False,
363,381.0,88.951,1,junction,,,False,
364,383.04,67.591,1,substation_or_sw,開閉所,,False,
365,267.54,200.911,0,junction,,,False,
366,404.68,66.151,1,substation_or_sw,変電所,,False,
367,49.08,119.911,1,junction,,,True,W/N
368,82.2,117.871,1,junction,,,False,
369,128.73,391.321,2,generator,発電所,※C,False,
370,233.76,470.971,2,junction,,(361303),False,
371,431.64,623.431,1,substation_or_sw,開閉所,(361101),False,
372,423.96,752.671,1,junction,,郡山,False,
373,329.28,321.151,1,junction,,,False,
374,678.42,231.031,2,substation_or_sw,開閉所,,False,
375,630.48,199.831,1,junction,,,False,
376,55.56,491.131,0,junction,,,True,W
377,294.36,831.231,3,junction,,(360806),False,
378,314.58,841.771,2,substation_or_sw,開閉所,(360303),False,
379,104.04,402.751,1,junction,,※C,False,
380,662.76,1077.632,1,junction,,栄町,True,E/S
381,675.0,1077.632,1,junction,,栄町,False,
382,365.16,338.191,1,junction,,,False,
383,270.0,871.111,1,junction,,東福島,True,unknown
384,277.8,800.191,1,substation_or_sw,変電所,船引,False,
385,414.48,897.151,1,junction,,二本松,False,
386,482.28,909.391,1,substation_or_sw,開閉所,(360205),False,
387,748.08,290.311,1,junction,,,True,E
388,612.96,598.351,1,junction,,,False,
389,236.52,481.951,1,junction,,(361303),False,
390,257.28,599.431,1,substation_or_sw,開閉所,(360805),False,
391,315.48,588.991,1,substation_or_sw,開閉所,,False,
392,673.08,248.671,2,junction,,,False,
393,661.8,271.231,1,junction,,,True,E/N
394,476.88,264.631,1,substation_or_sw,変電所,,False,
395,498.54,274.711,2,substation_or_sw,変電所,,False,
396,471.96,533.551,1,substation_or_sw,開閉所,(360905),False,
397,371.88,834.691,2,substation_or_sw,開閉所,(360305),False,
398,413.88,826.591,1,junction,,日和田,False,
399,254.64,456.331,0,junction,,(361303),True,unknown
400,626.52,184.771,0,junction,,,True,N
401,667.2,715.591,1,junction,,(361508),False,
402,748.08,1013.672,1,junction,,大森,True,E/S
403,574.44,1098.872,1,junction,,保原,True,S
404,56.64,670.111,1,junction,,木戸,True,W
405,498.468,685.21,3,junction,,長沼,False,
406,477.24,710.431,1,junction,,笹川,False,
407,487.8,676.231,1,substation_or_sw,変電所,長沼,False,
408,184.87,1121.652,0,substation_or_sw,開閉所,,False,
409,149.52,1131.872,1,junction,,,True,W/S
410,149.52,1118.732,2,junction,,,False,
411,172.2,1121.072,1,substation_or_sw,開閉所,,False,
412,183.53,1031.372,0,substation_or_sw,変電所,(360601),False,
413,412.55,965.912,0,substation_or_sw,開閉所,大森,False,
414,403.4,955.892,0,substation_or_sw,開閉所,金谷川,False,
415,637.31,735.781,0,substation_or_sw,開閉所,福良(配),False,
416,649.97,1026.602,0,substation_or_sw,開閉所,(360203),False,
417,760.37,108.811,0,substation_or_sw,開閉所,,False,
418,538.98,378.931,1,generator,発電所,,False,
419,323.76,352.231,1,generator,発電所,,False,
420,263.34,397.951,1,generator,発電所,,False,
421,315.78,81.451,1,generator,発電所,,False,
