line_id,bus0_id,bus1_id,voltage_kv,length_pdf,in_csv,geometry,connection_type,length_km,r_pu,x_pu,b_pu,rating_mva,region,is_transformer
L0050,30026,30088,66,55.534,False,"[[341.04, 539.04], [343.68, 532.92], [351.96, 535.8], [357.12, 538.32], [357.085, 538.95], [357.051, 539.58], [357.02, 540.21], [356.989, 540.84], [356.961, 541.47], [356.933, 542.1], [356.907, 542.73], [356.882, 543.36], [356.858, 543.99], [356.835, 544.62], [356.813, 545.25], [356.792, 545.88], [356.771, 546.51], [356.751, 547.14], [356.732, 547.77], [356.713, 548.4], [356.694, 549.03], [356.676, 549.66], [356.658, 550.29], [356.64, 550.92], [364.2, 551.04], [370.08, 548.04], [370.084, 548.403], [370.097, 548.77], [370.116, 549.142], [370.142, 549.517], [370.174, 549.896], [370.21, 550.278], [370.249, 550.661], [370.291, 551.047], [370.335, 551.433], [370.38, 551.82], [370.425, 552.207], [370.469, 552.593], [370.511, 552.979], [370.55, 553.362], [370.586, 553.744], [370.618, 554.123], [370.644, 554.498], [370.663, 554.87], [370.676, 555.237], [370.68, 555.6]]",actual,5.5534,0.003825,0.048828,0.00066282,50.0,04,
L0051,30027,30094,66,92.071,False,"[[370.68, 436.44], [363.24, 442.92], [364.44, 447.6], [361.68, 449.76], [357.48, 447.36], [358.8, 452.76], [346.56, 464.4], [343.8, 476.64], [341.64, 479.16], [338.76, 490.68], [338.759, 491.663], [338.757, 492.633], [338.753, 493.592], [338.747, 494.54], [338.741, 495.48], [338.734, 496.413], [338.726, 497.34], [338.718, 498.262], [338.709, 499.182], [338.7, 500.1], [338.691, 501.018], [338.682, 501.938], [338.674, 502.861], [338.666, 503.787], [338.659, 504.72], [338.652, 505.66], [338.647, 506.608], [338.643, 507.567], [338.641, 508.537], [338.64, 509.52]]",actual,9.2071,0.006341,0.080953,0.00109891,50.0,04,
L0052,30027,30157,66,67.754,False,"[[337.08, 517.68], [330.84, 519.84], [327.72, 530.64], [297.84, 528.96], [297.442, 529.847], [297.041, 530.744], [296.637, 531.649], [296.231, 532.562], [295.822, 533.481], [295.412, 534.404], [295.0, 535.332], [294.588, 536.262], [294.174, 537.193], [293.76, 538.125], [293.346, 539.056], [292.932, 539.985], [292.52, 540.91], [292.108, 541.831], [291.697, 542.747], [291.289, 543.656], [290.883, 544.557], [290.479, 545.448], [290.078, 546.33], [289.68, 547.2]]",actual,6.7754,0.004666,0.059573,0.00080867,50.0,04,
L0053,30027,30085,66,47.108,False,"[[338.52, 508.92], [334.68, 528.0], [332.64, 543.12], [333.48, 555.48]]",actual,4.7108,0.003244,0.04142,0.00056225,50.0,04,
L0054,30027,30242,66,10.921,False,"[[358.32, 518.4], [358.44, 507.48]]",actual,1.0921,0.000752,0.009602,0.00013035,50.0,04,
482G,30028,30138,66,30.359,False,"[[481.32, 571.44], [487.32, 601.2]]",actual,3.0359,0.002091,0.026693,0.00036235,50.0,04,
L0055,30029,30030,66,89.68,False,"[[203.76, 956.401], [197.04, 948.96], [204.96, 941.4], [213.24, 948.0], [222.12, 951.481], [230.28, 957.241], [240.6, 949.56], [248.64, 945.48], [249.092, 946.197], [249.547, 946.91], [250.005, 947.618], [250.465, 948.322], [250.927, 949.022], [251.392, 949.719], [251.858, 950.414], [252.324, 951.106], [252.792, 951.796], [253.26, 952.485], [253.728, 953.174], [254.196, 953.861], [254.662, 954.549], [255.128, 955.237], [255.592, 955.926], [256.055, 956.617], [256.515, 957.309], [256.973, 958.004], [257.428, 958.701], [257.88, 959.401]]",actual,8.968,0.006176,0.078851,0.00107037,50.0,04,
433A,30030,30057,66,151.87,False,"[[258.72, 957.601], [272.76, 979.801], [281.64, 1009.081], [284.4, 1013.761], [273.84, 1037.161], [286.56, 1054.201], [288.12, 1066.921], [308.4, 1067.641], [309.36, 1058.161]]",actual,15.187,0.010459,0.133531,0.00181264,50.0,04,
424K,30031,30032,66,35.675,False,"[[309.0, 955.681], [313.92, 955.201], [321.6, 956.521], [325.08, 959.281], [325.08, 965.281], [329.76, 965.401], [329.795, 965.78], [329.829, 966.16], [329.86, 966.543], [329.891, 966.926], [329.919, 967.312], [329.947, 967.698], [329.973, 968.086], [329.998, 968.475], [330.022, 968.865], [330.045, 969.256], [330.067, 969.648], [330.088, 970.041], [330.109, 970.434], [330.129, 970.828], [330.148, 971.223], [330.167, 971.618], [330.186, 972.013], [330.204, 972.409], [330.222, 972.805], [330.24, 973.201]]",actual,3.5675,0.002457,0.031367,0.0004258,50.0,04,
L0056,30032,30154,66,19.463,False,"[[335.04, 948.96], [339.36, 953.521], [339.36, 961.081], [333.96, 962.641]]",actual,1.9463,0.00134,0.017113,0.0002323,50.0,04,
425A,30033,30073,66,66.854,False,"[[331.8, 869.04], [331.783, 869.309], [331.767, 869.577], [331.753, 869.842], [331.74, 870.107], [331.729, 870.369], [331.718, 870.631], [331.708, 870.891], [331.698, 871.15], [331.689, 871.408], [331.68, 871.665], [331.671, 871.921], [331.662, 872.176], [331.652, 872.431], [331.642, 872.685], [331.631, 872.938], [331.62, 873.191], [331.607, 873.444], [331.593, 873.696], [331.577, 873.948], [331.56, 874.2], [326.52, 881.16], [355.32, 888.48], [356.88, 895.32], [369.48, 905.76]]",actual,6.6854,0.004604,0.058781,0.00079793,50.0,04,
L0057,30033,30070,66,32.637,False,"[[354.24, 853.8], [344.28, 868.2], [343.71, 868.197], [343.082, 868.187], [342.404, 868.171], [341.682, 868.15], [340.922, 868.125], [340.13, 868.096], [339.312, 868.065], [338.474, 868.031], [337.623, 867.996], [336.765, 867.96], [335.906, 867.924], [335.052, 867.889], [334.21, 867.855], [333.386, 867.824], [332.586, 867.795], [331.815, 867.77], [331.081, 867.749], [330.39, 867.733], [329.748, 867.723], [329.16, 867.72]]",actual,3.2637,0.002248,0.028696,0.00038954,50.0,04,
424B,30033,30059,66,52.491,False,"[[324.96, 869.4], [312.24, 882.0], [302.04, 892.32], [306.12, 901.2], [315.36, 905.76]]",actual,5.2491,0.003615,0.046153,0.0006265,50.0,04,
482H,30034,30035,66,100.644,False,"[[468.36, 585.72], [463.8, 579.24], [459.84, 582.24], [453.0, 594.72], [452.928, 595.315], [452.856, 595.911], [452.784, 596.509], [452.712, 597.108], [452.64, 597.709], [452.568, 598.31], [452.496, 598.912], [452.424, 599.514], [452.352, 600.117], [452.28, 600.72], [452.208, 601.323], [452.136, 601.926], [452.064, 602.528], [451.992, 603.13], [451.92, 603.731], [451.848, 604.332], [451.776, 604.931], [451.704, 605.529], [451.632, 606.125], [451.56, 606.72], [438.96, 625.56], [429.84, 630.72], [423.48, 641.28], [423.498, 642.073], [423.516, 642.867], [423.534, 643.663], [423.552, 644.46], [423.57, 645.259], [423.588, 646.058], [423.606, 646.858], [423.624, 647.658], [423.642, 648.459], [423.66, 649.26], [423.678, 650.061], [423.696, 650.862], [423.714, 651.662], [423.732, 652.462], [423.75, 653.261], [423.768, 654.06], [423.786, 654.857], [423.804, 655.653], [423.822, 656.447], [423.84, 657.24]]",actual,10.0644,0.006931,0.088491,0.00120123,50.0,04,
L0058,30034,30089,66,105.427,False,"[[471.6, 584.4], [468.36, 576.72], [487.08, 569.16], [502.8, 566.76], [526.08, 543.84], [531.6, 538.32], [531.6, 529.68], [543.24, 527.28]]",actual,10.5427,0.007261,0.092696,0.00125832,50.0,04,
L0059,30035,30205,66,92.96,False,"[[422.88, 658.44], [412.08, 681.6], [401.76, 689.88], [402.48, 700.32], [403.8, 710.64], [408.36, 714.72], [418.92, 720.84], [421.8, 721.68], [423.36, 733.56]]",actual,9.296,0.006402,0.081735,0.00110952,50.0,04,
L0060,30035,30208,66,33.16,False,"[[423.48, 658.08], [430.44, 673.32], [446.76, 675.0]]",actual,3.316,0.002284,0.029156,0.00039578,50.0,04,
L0061,30037,30038,66,76.42,False,"[[202.2, 828.6], [217.32, 830.16], [233.28, 821.16], [259.92, 812.88], [259.92, 797.88]]",actual,7.642,0.005263,0.067192,0.00091211,50.0,04,
454F,30038,30310,33,72.436,False,"[[219.12, 788.16], [224.88, 788.28], [239.16, 809.52], [267.12, 809.76], [265.08, 796.8]]",actual,7.2436,0.037715,0.259413,0.00023665,20.0,04,
4507,30038,30330,66,43.121,False,"[[262.68, 798.84], [262.712, 799.541], [262.735, 800.241], [262.751, 800.939], [262.761, 801.636], [262.764, 802.331], [262.763, 803.026], [262.758, 803.72], [262.749, 804.414], [262.738, 805.107], [262.725, 805.8], [262.711, 806.493], [262.697, 807.186], [262.684, 807.88], [262.672, 808.574], [262.663, 809.269], [262.657, 809.964], [262.655, 810.661], [262.657, 811.359], [262.665, 812.059], [262.68, 812.76], [291.732, 815.678]]",actual,4.3121,0.00297,0.037914,0.00051467,50.0,04,
L0062,30039,30040,66,59.976,False,"[[384.72, 455.88], [436.44, 459.84], [440.16, 452.64]]",actual,5.9976,0.004131,0.052734,0.00071584,50.0,04,
L0063,30039,30094,66,30.761,False,"[[374.76, 437.52], [369.12, 443.52], [371.76, 454.68], [372.209, 454.684], [372.691, 454.697], [373.202, 454.716], [373.738, 454.742], [374.295, 454.774], [374.87, 454.81], [375.46, 454.849], [376.061, 454.891], [376.669, 454.935], [377.28, 454.98], [377.891, 455.025], [378.499, 455.069], [379.1, 455.111], [379.69, 455.15], [380.265, 455.186], [380.822, 455.218], [381.358, 455.244], [381.869, 455.263], [382.351, 455.276], [382.8, 455.28]]",actual,3.0761,0.002119,0.027047,0.00036715,50.0,04,
L0064,30040,30080,66,43.807,False,"[[441.0, 452.52], [444.84, 461.28], [455.52, 461.52], [463.44, 472.08], [473.28, 468.84]]",actual,4.3807,0.003017,0.038517,0.00052286,50.0,04,
L0065,30040,30142,66,42.531,False,"[[451.68, 426.24], [451.68, 442.44], [441.6, 442.44], [441.6, 446.04], [437.52, 447.0], [441.6, 449.64], [441.6, 453.24]]",actual,4.2531,0.002929,0.037395,0.00050763,50.0,04,
L0066,30041,30143,66,43.863,False,"[[393.48, 424.44], [393.682, 424.511], [394.059, 424.646], [394.591, 424.84], [395.26, 425.083], [396.045, 425.37], [396.927, 425.693], [397.887, 426.044], [398.906, 426.418], [399.963, 426.805], [401.04, 427.2], [402.117, 427.595], [403.174, 427.982], [404.193, 428.356], [405.153, 428.707], [406.035, 429.03], [406.82, 429.317], [407.489, 429.56], [408.021, 429.754], [408.398, 429.889], [408.6, 429.96], [408.276, 431.295], [407.952, 432.634], [407.628, 433.978], [407.304, 435.325], [406.98, 436.676], [406.656, 438.03], [406.332, 439.385], [406.008, 440.743], [405.684, 442.101], [405.36, 443.46], [405.036, 444.819], [404.712, 446.177], [404.388, 447.535], [404.064, 448.89], [403.74, 450.244], [403.416, 451.595], [403.092, 452.942], [402.768, 454.286], [402.444, 455.625], [402.12, 456.96]]",actual,4.3863,0.003021,0.038566,0.00052352,50.0,04,
482D,30042,30139,66,124.421,False,"[[297.48, 630.6], [312.24, 632.64], [328.8, 635.16], [340.32, 639.12], [367.8, 658.68], [386.4, 676.8], [393.0, 678.12], [401.4, 689.52]]",actual,12.4421,0.008569,0.109397,0.00148502,50.0,04,
L0067,30042,30206,66,51.688,False,"[[294.6, 630.72], [277.68, 679.56]]",actual,5.1688,0.00356,0.045447,0.00061692,50.0,04,
L0068,30042,30212,66,25.393,False,"[[295.68, 631.92], [293.76, 657.24]]",actual,2.5393,0.001749,0.022327,0.00030308,50.0,04,
L0069,30042,30225,66,28.25,False,"[[295.32, 631.2], [312.0, 654.0]]",actual,2.825,0.001946,0.024839,0.00033718,50.0,04,
L0070,30043,30044,66,122.02,False,"[[703.2, 199.44], [708.96, 206.88], [686.52, 221.76], [656.04, 234.12], [650.28, 244.8], [631.44, 247.32], [631.243, 247.986], [631.047, 248.652], [630.854, 249.318], [630.661, 249.984], [630.471, 250.65], [630.281, 251.316], [630.093, 251.982], [629.906, 252.648], [629.72, 253.314], [629.535, 253.98], [629.351, 254.646], [629.168, 255.312], [628.985, 255.978], [628.803, 256.644], [628.622, 257.31], [628.441, 257.976], [628.26, 258.642], [628.08, 259.308], [627.9, 259.974], [627.72, 260.64], [622.56, 266.52]]",actual,12.202,0.008404,0.107286,0.00145636,50.0,04,
L0071,30043,30065,66,56.743,False,"[[729.72, 173.64], [735.84, 181.68], [721.56, 189.72], [715.68, 202.08], [711.12, 205.44], [710.75, 204.899], [710.394, 204.391], [710.052, 203.912], [709.72, 203.458], [709.399, 203.025], [709.085, 202.61], [708.778, 202.21], [708.476, 201.821], [708.177, 201.439], [707.88, 201.06], [707.583, 200.681], [707.284, 200.299], [706.982, 199.91], [706.675, 199.51], [706.361, 199.095], [706.04, 198.662], [705.708, 198.208], [705.366, 197.729], [705.01, 197.221], [704.64, 196.68]]",actual,5.6743,0.003908,0.049891,0.00067725,50.0,04,
L0072,30044,30045,66,38.485,False,"[[622.56, 266.52], [633.12, 267.84], [637.44, 265.8], [660.0, 270.6]]",actual,3.8485,0.00265,0.033838,0.00045934,50.0,04,
L0073,30045,30046,66,58.338,False,"[[660.0, 270.6], [667.08, 282.12], [670.68, 297.0], [680.64, 308.64], [682.68, 322.68]]",actual,5.8338,0.004018,0.051294,0.00069629,50.0,04,
L0074,30048,30049,66,46.83,False,"[[280.56, 364.8], [289.8, 364.8], [304.8, 369.48], [309.84, 357.24], [301.2, 357.24]]",actual,4.683,0.003225,0.041175,0.00055894,50.0,04,
L0075,30050,30051,66,13.576,False,"[[478.56, 285.72], [476.64, 299.16]]",actual,1.3576,0.000935,0.011937,0.00016204,50.0,04,
L0076,30053,30054,66,35.283,False,"[[537.96, 367.92], [573.24, 368.4]]",actual,3.5283,0.00243,0.031022,0.00042112,50.0,04,
L0077,30055,30056,66,21.36,False,"[[723.84, 139.56], [724.182, 139.56], [724.525, 139.56], [724.87, 139.56], [725.217, 139.56], [725.567, 139.56], [725.921, 139.56], [726.28, 139.56], [726.645, 139.56], [727.016, 139.56], [727.395, 139.56], [727.782, 139.56], [728.177, 139.56], [728.583, 139.56], [728.998, 139.56], [729.426, 139.56], [729.865, 139.56], [730.317, 139.56], [730.783, 139.56], [731.264, 139.56], [731.76, 139.56], [732.296, 139.56], [732.891, 139.56], [733.538, 139.56], [734.229, 139.56], [734.957, 139.56], [735.714, 139.56], [736.493, 139.56], [737.286, 139.56], [738.086, 139.56], [738.885, 139.56], [739.676, 139.56], [740.452, 139.56], [741.204, 139.56], [741.927, 139.56], [742.611, 139.56], [743.249, 139.56], [743.835, 139.56], [744.36, 139.56], [744.818, 139.56], [745.2, 139.56]]",actual,2.136,0.001471,0.018781,0.00025494,50.0,04,
L0078,30055,30065,66,55.826,False,"[[722.28, 142.32], [736.8, 142.32], [739.56, 159.24], [734.16, 173.28], [725.04, 173.28]]",actual,5.5826,0.003845,0.049085,0.00066631,50.0,04,
L0079,30055,30247,66,10.452,False,"[[724.92, 152.76], [727.2, 142.56]]",actual,1.0452,0.00072,0.00919,0.00012475,50.0,04,
L0080,30056,30064,66,48.474,False,"[[747.12, 98.04], [751.56, 94.92], [751.92, 119.04], [747.84, 137.52]]",actual,4.8474,0.003338,0.042621,0.00057856,50.0,04,
433B,30057,30110,66,25.769,False,"[[305.64, 1067.281], [309.96, 1076.401], [324.96, 1071.841]]",actual,2.5769,0.001775,0.022657,0.00030756,50.0,04,
424L,30057,30110,66,11.625,False,"[[309.0, 1065.841], [320.52, 1064.281]]",actual,1.1625,0.000801,0.010221,0.00013875,50.0,04,
456C,30058,30149,66,39.419,False,"[[376.8, 826.08], [386.76, 849.0], [391.2, 852.0], [393.96, 860.64]]",actual,3.9419,0.002715,0.034659,0.00047048,50.0,04,
431B,30059,30060,66,87.503,False,"[[313.8, 905.76], [322.68, 927.6], [321.96, 933.72], [312.84, 938.88], [310.56, 945.0], [307.92, 958.921], [307.92, 980.161], [313.2, 981.001]]",actual,8.7503,0.006026,0.076937,0.00104439,50.0,04,
L0081,30059,30074,66,145.149,False,"[[316.2, 905.76], [327.96, 931.2], [339.84, 932.04], [348.12, 956.161], [360.0, 956.521], [360.039, 957.356], [360.085, 958.238], [360.137, 959.162], [360.194, 960.123], [360.255, 961.115], [360.32, 962.133], [360.387, 963.171], [360.457, 964.226], [360.528, 965.291], [360.6, 966.361], [360.672, 967.431], [360.743, 968.496], [360.813, 969.55], [360.88, 970.589], [360.945, 971.607], [361.006, 972.599], [361.063, 973.56], [361.115, 974.484], [361.161, 975.366], [361.2, 976.201], [367.8, 1000.321], [380.28, 1019.761]]",actual,14.5149,0.009996,0.127622,0.00173242,50.0,04,
L0082,30059,30122,66,15.706,False,"[[308.64, 902.16], [312.12, 897.48], [321.6, 894.72]]",actual,1.5706,0.001082,0.013809,0.00018746,50.0,04,
L0083,30061,30062,66,11.542,False,"[[147.36, 991.441], [146.64, 1002.961]]",actual,1.1542,0.000795,0.010148,0.00013776,50.0,04,
L0084,30063,30064,66,59.269,False,"[[747.12, 37.8], [751.2, 91.32], [746.64, 94.56]]",actual,5.9269,0.004082,0.052112,0.0007074,50.0,04,
L0085,30066,30089,66,110.342,False,"[[557.4, 425.88], [549.36, 426.0], [548.76, 439.92], [543.24, 477.12], [545.64, 481.68], [545.587, 483.965], [545.535, 486.249], [545.486, 488.531], [545.437, 490.812], [545.391, 493.091], [545.345, 495.37], [545.301, 497.648], [545.258, 499.926], [545.216, 502.203], [545.175, 504.48], [545.135, 506.757], [545.096, 509.034], [545.057, 511.312], [545.019, 513.59], [544.982, 515.869], [544.945, 518.149], [544.908, 520.429], [544.872, 522.711], [544.836, 524.995], [544.8, 527.28]]",actual,11.0342,0.007599,0.097018,0.00131698,50.0,04,
L0086,30067,30068,66,89.928,False,"[[280.56, 311.76], [279.48, 323.04], [281.16, 335.88], [279.48, 343.92], [281.16, 349.56], [279.84, 380.04], [272.4, 399.72]]",actual,8.9928,0.006193,0.079069,0.00107333,50.0,04,
L0087,30067,30101,66,67.851,False,"[[223.08, 296.16], [254.76, 294.84], [268.56, 299.64], [278.28, 299.4], [278.334, 299.994], [278.388, 300.588], [278.442, 301.182], [278.496, 301.775], [278.55, 302.368], [278.604, 302.961], [278.658, 303.553], [278.712, 304.144], [278.766, 304.735], [278.82, 305.325], [278.874, 305.914], [278.928, 306.502], [278.982, 307.089], [279.036, 307.675], [279.09, 308.259], [279.144, 308.843], [279.198, 309.424], [279.252, 310.005], [279.306, 310.583], [279.36, 311.16]]",actual,6.7851,0.004673,0.059658,0.00080983,50.0,04,
L0088,30068,30094,66,118.697,False,"[[273.24, 399.72], [306.12, 436.2], [317.64, 430.56], [336.6, 437.4], [373.08, 434.4]]",actual,11.8697,0.008175,0.104364,0.0014167,50.0,04,
L0089,30068,30095,66,174.517,False,"[[272.4, 400.2], [309.0, 410.04], [345.72, 395.04], [374.52, 386.88], [379.08, 378.72], [397.8, 370.92], [414.96, 359.16], [425.76, 357.6], [424.44, 352.08]]",actual,17.4517,0.012019,0.153444,0.00208294,50.0,04,
L0090,30068,30096,66,69.205,False,"[[273.24, 405.36], [303.36, 438.12], [282.48, 451.32]]",actual,6.9205,0.004766,0.060848,0.00082599,50.0,04,
L0091,30068,30123,66,65.013,False,"[[274.44, 398.52], [252.48, 433.08], [237.84, 433.08], [229.8, 438.0]]",actual,6.5013,0.004477,0.057162,0.00077596,50.0,04,
4707,30069,30151,66,53.602,False,"[[176.76, 680.16], [179.28, 685.2], [195.84, 693.12], [210.84, 694.68], [217.44, 695.04], [217.44, 702.96]]",actual,5.3602,0.003692,0.047129,0.00063976,50.0,04,
L0092,30069,30316,33,26.88,False,"[[215.16, 724.2], [219.24, 724.2], [219.24, 701.4]]",actual,2.688,0.013995,0.096264,8.782e-05,20.0,04,
L0093,30070,30071,66,59.609,False,"[[352.08, 857.64], [360.24, 861.48], [377.28, 878.88], [381.36, 874.08], [384.84, 879.84], [397.44, 875.88]]",actual,5.9609,0.004105,0.052411,0.00071146,50.0,04,
L0094,30070,30072,66,33.421,False,"[[345.84, 865.2], [348.48, 874.68], [361.8, 883.32], [369.12, 880.92]]",actual,3.3421,0.002302,0.029385,0.00039889,50.0,04,
421F,30071,30160,66,13.745,False,"[[385.44, 879.48], [389.28, 884.76], [396.48, 885.24]]",actual,1.3745,0.000947,0.012085,0.00016405,50.0,04,
424F,30074,30097,66,83.562,False,"[[360.36, 949.92], [367.2, 950.16], [368.76, 955.921], [364.32, 956.161], [365.88, 975.841], [372.0, 999.241], [383.88, 1018.201]]",actual,8.3562,0.005755,0.073472,0.00099735,50.0,04,
L0095,30075,30076,66,144.956,False,"[[174.12, 986.281], [174.12, 1000.561], [164.52, 1006.561], [164.52, 1041.001], [170.88, 1051.441], [138.12, 1068.001], [130.68, 1085.161], [130.68, 1102.441]]",actual,14.4956,0.009983,0.127452,0.00173011,50.0,04,
432G,30075,30077,66,74.173,False,"[[102.6, 985.561], [126.6, 994.921], [149.88, 991.801], [164.64, 986.161], [173.76, 985.921]]",actual,7.4173,0.005108,0.065216,0.00088529,50.0,04,
4303,30075,30084,66,45.51,False,"[[196.68, 949.08], [174.48, 973.201], [174.466, 973.923], [174.461, 974.617], [174.463, 975.284], [174.471, 975.929], [174.486, 976.555], [174.505, 977.166], [174.528, 977.764], [174.555, 978.352], [174.584, 978.935], [174.615, 979.516], [174.647, 980.097], [174.679, 980.683], [174.71, 981.277], [174.74, 981.881], [174.767, 982.499], [174.791, 983.135], [174.811, 983.792], [174.827, 984.473], [174.837, 985.182], [174.84, 985.921]]",actual,4.551,0.003134,0.040015,0.00054318,50.0,04,
4304,30077,30315,33,32.867,False,"[[98.04, 958.201], [100.32, 976.441], [105.12, 980.881], [100.2, 987.121]]",actual,3.2867,0.017113,0.117706,0.00010738,20.0,04,
425N,30078,30079,66,47.056,False,"[[160.8, 830.16], [172.68, 852.96], [186.72, 869.04]]",actual,4.7056,0.003241,0.041374,0.00056163,50.0,04,
4508,30078,30082,66,79.75,False,"[[217.68, 829.32], [212.76, 822.48], [205.8, 822.48], [205.08, 819.72], [200.16, 819.72], [198.72, 816.24], [186.12, 814.2], [179.76, 819.72], [177.0, 825.24], [170.64, 825.24], [170.64, 833.4], [160.8, 828.6]]",actual,7.975,0.005492,0.07012,0.00095185,50.0,04,
L0096,30080,30081,66,76.297,False,"[[474.48, 471.12], [451.92, 490.32], [455.4, 503.16], [460.8, 511.08], [468.36, 509.04], [471.6, 515.04], [470.04, 524.04]]",actual,7.6297,0.005255,0.067084,0.00091064,50.0,04,
L0097,30081,30133,66,80.836,False,"[[473.76, 524.52], [475.56, 515.04], [483.48, 524.76], [485.16, 535.2], [493.68, 533.04], [503.16, 532.8], [513.84, 528.96], [531.72, 533.52]]",actual,8.0836,0.005567,0.071075,0.00096481,50.0,04,
4305,30084,30100,66,16.284,False,"[[176.64, 951.481], [186.0, 951.601], [192.24, 954.601]]",actual,1.6284,0.001121,0.014318,0.00019436,50.0,04,
L0098,30084,30182,66,17.025,False,"[[210.24, 936.0], [223.2, 947.04]]",actual,1.7025,0.001173,0.014969,0.0002032,50.0,04,
431D,30084,30183,66,16.418,False,"[[185.88, 938.88], [191.52, 939.0], [199.2, 946.56]]",actual,1.6418,0.001131,0.014435,0.00019596,50.0,04,
L0099,30085,30086,66,46.32,False,"[[334.92, 555.96], [332.16, 564.6], [328.44, 568.92], [328.402, 569.313], [328.361, 569.699], [328.317, 570.079], [328.271, 570.454], [328.222, 570.825], [328.172, 571.192], [328.12, 571.557], [328.068, 571.919], [328.014, 572.28], [327.96, 572.64], [327.906, 573.0], [327.852, 573.361], [327.8, 573.723], [327.748, 574.088], [327.697, 574.455], [327.649, 574.826], [327.603, 575.201], [327.559, 575.581], [327.518, 575.967], [327.48, 576.36], [311.04, 571.68], [304.56, 574.2]]",actual,4.632,0.00319,0.040727,0.00055285,50.0,04,
L0100,30085,30088,66,22.18,False,"[[334.92, 555.12], [341.88, 551.4], [356.16, 550.92]]",actual,2.218,0.001528,0.019502,0.00026473,50.0,04,
493B,30086,30087,66,44.609,False,"[[305.64, 577.2], [311.04, 575.52], [325.92, 579.6], [323.16, 592.2], [318.36, 601.68]]",actual,4.4609,0.003072,0.039222,0.00053243,50.0,04,
L0101,30088,30109,66,41.691,False,"[[372.84, 554.16], [392.64, 553.44], [397.8, 556.8], [397.8, 572.52]]",actual,4.1691,0.002871,0.036657,0.0004976,50.0,04,
L0102,30088,30187,66,12.0,False,"[[373.08, 556.44], [376.44, 567.96]]",actual,1.2,0.000826,0.010551,0.00014323,50.0,04,
L0103,30088,30296,66,26.474,False,"[[387.36, 553.44], [387.36, 553.313], [387.36, 553.185], [387.36, 553.055], [387.36, 552.924], [387.36, 552.791], [387.36, 552.658], [387.36, 552.524], [387.36, 552.39], [387.36, 552.255], [387.36, 552.12], [387.36, 551.985], [387.36, 551.85], [387.36, 551.716], [387.36, 551.582], [387.36, 551.449], [387.36, 551.316], [387.36, 551.185], [387.36, 551.055], [387.36, 550.927], [387.36, 550.8], [395.52, 550.56], [403.08, 554.64], [410.16, 554.64]]",actual,2.6474,0.001823,0.023277,0.00031598,50.0,04,
L0104,30089,30090,66,70.19,False,"[[545.52, 527.28], [560.52, 530.52], [585.0, 543.0], [600.0, 552.96], [600.329, 552.961], [600.703, 552.963], [601.115, 552.967], [601.561, 552.973], [602.036, 552.979], [602.536, 552.986], [603.055, 552.994], [603.588, 553.002], [604.132, 553.011], [604.68, 553.02], [605.228, 553.029], [605.772, 553.038], [606.305, 553.046], [606.824, 553.054], [607.324, 553.061], [607.799, 553.068], [608.245, 553.073], [608.657, 553.077], [609.03, 553.079], [609.36, 553.08]]",actual,7.019,0.004834,0.061714,0.00083775,50.0,04,
L0105,30089,30091,66,78.792,False,"[[543.96, 527.28], [582.84, 546.72], [597.72, 555.24], [606.0, 561.48], [611.64, 566.88]]",actual,7.8792,0.005426,0.069278,0.00094042,50.0,04,
L0106,30089,30104,66,79.403,False,"[[545.04, 528.12], [576.48, 514.56], [596.16, 517.44], [618.0, 530.16]]",actual,7.9403,0.005469,0.069815,0.00094771,50.0,04,
L0107,30092,30093,66,46.641,False,"[[278.28, 299.16], [275.88, 296.04], [278.28, 276.84], [280.2, 272.76], [282.0, 264.12], [285.24, 261.0], [285.257, 260.713], [285.273, 260.427], [285.286, 260.144], [285.299, 259.861], [285.309, 259.581], [285.319, 259.301], [285.327, 259.023], [285.334, 258.746], [285.34, 258.47], [285.345, 258.195], [285.349, 257.921], [285.352, 257.648], [285.355, 257.375], [285.357, 257.103], [285.358, 256.832], [285.359, 256.561], [285.36, 256.29], [285.36, 256.02], [285.36, 255.75], [285.36, 255.48]]",actual,4.6641,0.003212,0.041009,0.00055668,50.0,04,
L0108,30092,30131,66,76.856,False,"[[318.0, 246.84], [320.52, 252.0], [312.72, 264.84], [280.68, 277.2], [280.585, 278.28], [280.48, 279.36], [280.366, 280.44], [280.245, 281.52], [280.117, 282.6], [279.984, 283.68], [279.847, 284.76], [279.707, 285.84], [279.564, 286.92], [279.42, 288.0], [279.276, 289.08], [279.133, 290.16], [278.993, 291.24], [278.856, 292.32], [278.722, 293.4], [278.595, 294.48], [278.474, 295.56], [278.36, 296.64], [278.255, 297.72], [278.16, 298.8]]",actual,7.6856,0.005293,0.067575,0.00091731,50.0,04,
L0109,30093,30312,33,40.816,False,"[[282.36, 255.0], [276.96, 255.0], [274.56, 247.08], [274.56, 246.361], [274.56, 245.644], [274.56, 244.928], [274.56, 244.213], [274.56, 243.501], [274.56, 242.789], [274.56, 242.079], [274.56, 241.37], [274.56, 240.662], [274.56, 239.955], [274.56, 239.249], [274.56, 238.544], [274.56, 237.839], [274.56, 237.135], [274.56, 236.432], [274.56, 235.729], [274.56, 235.026], [274.56, 234.324], [274.56, 233.622], [274.56, 232.92], [263.76, 225.72]]",actual,4.0816,0.021251,0.146173,0.00013335,20.0,04,
