line_id,bus0_id,bus1_id,voltage_kv,length_pdf,in_csv,geometry,connection_type,length_km,r_pu,x_pu,b_pu,rating_mva,region,is_transformer
L0076,20174,20175,66,11.76,False,"[[306.72, 239.76], [306.72, 251.52]]",actual,2.2344,0.001539,0.019646,0.00026669,50.0,03,
371A,20177,20178,66,13.477,False,"[[280.68, 817.32], [286.32, 805.08]]",actual,2.5606,0.001764,0.022514,0.00030562,50.0,03,
331C,20179,20180,66,12.614,False,"[[290.64, 370.44], [303.24, 369.84]]",actual,2.3967,0.001651,0.021073,0.00028605,50.0,03,
362I,20184,20185,66,19.643,False,"[[528.96, 457.68], [535.56, 455.28], [541.8, 454.56], [542.88, 448.68], [542.52, 448.68]]",actual,3.7322,0.00257,0.032815,0.00044545,50.0,03,
313D,20186,20187,66,12.563,False,"[[480.48, 221.88], [492.48, 218.16]]",actual,2.387,0.001644,0.020987,0.0002849,50.0,03,
3105,20188,20189,66,101.089,False,"[[658.44, 275.76], [656.52, 287.76], [658.2, 293.4], [657.84, 301.68], [652.56, 307.8], [649.2, 333.72], [650.88, 348.0], [649.2, 357.96], [646.68, 361.44], [646.693, 361.942], [646.696, 362.472], [646.691, 363.029], [646.678, 363.608], [646.659, 364.206], [646.636, 364.819], [646.608, 365.445], [646.578, 366.081], [646.547, 366.722], [646.515, 367.365], [646.484, 368.008], [646.455, 368.646], [646.43, 369.276], [646.409, 369.896], [646.393, 370.502], [646.384, 371.09], [646.383, 371.657], [646.392, 372.2], [646.41, 372.715], [646.44, 373.2]]",actual,19.2069,0.013228,0.168876,0.00229243,50.0,03,
312F,20188,20205,33,79.182,False,"[[659.52, 275.76], [664.56, 279.72], [652.92, 284.64], [652.903, 285.215], [652.887, 285.789], [652.873, 286.361], [652.86, 286.932], [652.849, 287.501], [652.838, 288.07], [652.828, 288.638], [652.818, 289.206], [652.809, 289.773], [652.8, 290.34], [652.791, 290.907], [652.782, 291.474], [652.772, 292.042], [652.762, 292.61], [652.751, 293.179], [652.74, 293.749], [652.727, 294.319], [652.713, 294.891], [652.697, 295.465], [652.68, 296.04], [663.6, 302.64], [663.36, 309.0], [675.72, 313.92], [685.92, 319.2], [687.48, 323.76]]",actual,15.0446,0.078331,0.538787,0.00049151,20.0,03,
L0077,20188,20232,66,14.979,False,"[[662.926, 259.443], [660.36, 274.2]]",actual,2.846,0.00196,0.025023,0.00033968,50.0,03,
3106,20190,20191,66,29.518,False,"[[657.96, 296.88], [670.08, 299.76], [665.52, 316.2]]",actual,5.6084,0.003863,0.049312,0.00066939,50.0,03,
L0078,20192,20193,66,23.141,False,"[[313.44, 578.64], [336.48, 580.8]]",actual,4.3968,0.003028,0.038659,0.00052478,50.0,03,
L0079,20193,20194,66,23.546,False,"[[332.52, 559.08], [338.4, 581.88]]",actual,4.4737,0.003081,0.039335,0.00053396,50.0,03,
L0080,20197,20198,66,16.629,False,"[[104.76, 411.36], [120.36, 405.6]]",actual,3.1595,0.002176,0.02778,0.0003771,50.0,03,
361F,20199,20200,66,10.192,False,"[[555.6, 699.6], [557.76, 709.56]]",actual,1.9365,0.001334,0.017026,0.00023113,50.0,03,
L0081,20206,20207,33,21.387,False,"[[661.08, 337.2], [669.72, 345.72], [669.24, 354.96]]",actual,4.0635,0.021157,0.145526,0.00013276,20.0,03,
332F,20209,20213,33,14.413,False,"[[137.88, 448.2], [133.32, 451.8], [136.68, 459.72]]",actual,2.7385,0.014258,0.098072,8.947e-05,20.0,03,
371I,20212,20223,33,18.216,False,"[[268.08, 847.68], [285.96, 851.16]]",actual,3.461,0.01802,0.123949,0.00011307,20.0,03,
321E,20214,20234,33,67.558,False,"[[285.96, 273.6], [281.16, 297.48], [237.96, 297.72]]",actual,12.836,0.066832,0.459692,0.00041935,20.0,03,
382F,20215,20216,33,13.375,False,"[[606.36, 819.24], [603.72, 812.76], [605.04, 806.52]]",actual,2.5413,0.013231,0.091009,8.302e-05,20.0,03,
L0082,20215,20229,33,35.043,False,"[[574.8, 808.56], [574.8, 808.56], [588.0, 814.32], [600.12, 815.88], [605.64, 822.24]]",actual,6.6582,0.034667,0.238447,0.00021752,20.0,03,
312B,20217,20218,33,13.368,False,"[[692.16, 211.08], [700.2, 221.76]]",actual,2.5399,0.013224,0.090961,8.298e-05,20.0,03,
312H,20219,20220,33,24.795,False,"[[762.24, 146.52], [747.96, 154.8], [739.68, 154.44]]",actual,4.7111,0.024529,0.168715,0.00015391,20.0,03,
L0083,20224,20225,33,11.082,False,"[[307.08, 658.92], [310.44, 669.48]]",actual,2.1056,0.010963,0.075406,6.879e-05,20.0,03,
383D,20227,20228,66,17.578,False,"[[588.57, 888.718], [602.58, 878.1]]",actual,3.3398,0.0023,0.029365,0.00039862,50.0,03,
382C,20229,20230,33,12.33,False,"[[574.8, 808.56], [576.72, 796.38]]",actual,2.3427,0.012198,0.083898,7.654e-05,20.0,03,
312E,20232,20233,66,23.095,False,"[[662.926, 259.443], [685.68, 263.4]]",actual,4.388,0.003022,0.038582,0.00052373,50.0,03,
L0084,20234,20235,33,21.894,False,"[[237.96, 297.72], [237.96, 297.72], [223.92, 314.52]]",actual,4.1599,0.021659,0.148976,0.0001359,20.0,03,
321B,20234,20236,33,12.908,False,"[[237.96, 297.72], [234.9, 285.18]]",actual,2.4525,0.012769,0.087831,8.012e-05,20.0,03,
G0085,20237,20125,66,4.57,False,,provisional,0.8683,0.000598,0.007635,0.00010364,50.0,03,
G0086,20238,20181,66,6.03,False,,provisional,1.1457,0.000789,0.010074,0.00013674,50.0,03,
G0087,20239,20008,66,8.38,False,,provisional,1.5922,0.001097,0.013999,0.00019004,50.0,03,
G0088,20240,20128,66,6.5,False,,provisional,1.235,0.000851,0.010859,0.0001474,50.0,03,
B0089,20010,20226,66,45.46,False,,provisional,8.6374,0.005949,0.075944,0.00103091,50.0,03,
B0090,20034,20239,66,28.764,False,,provisional,5.4652,0.003764,0.048052,0.00065229,50.0,03,
B0091,20173,20067,66,21.747,False,,bridge,4.1319,0.002846,0.03633,0.00049316,50.0,03,
B0092,20019,20102,66,46.499,False,,provisional,8.8348,0.006085,0.07768,0.00105447,50.0,03,
B0093,20202,20238,66,37.093,False,,provisional,7.0477,0.004854,0.061966,0.00084117,50.0,03,
B0094,20095,20223,66,58.983,False,,provisional,11.2068,0.007718,0.098535,0.00133758,50.0,03,
B0095,20204,20078,66,33.956,False,,provisional,6.4516,0.004443,0.056726,0.00077003,50.0,03,
B0096,20176,20109,66,20.945,False,,bridge,3.9796,0.002741,0.03499,0.00047498,50.0,03,
B0097,20213,20027,66,49.325,False,,provisional,9.3718,0.006454,0.082401,0.00111856,50.0,03,
B0098,20126,20129,66,32.819,False,,provisional,6.2356,0.004294,0.054826,0.00074425,50.0,03,
B0099,20162,20196,66,40.18,False,,provisional,7.6342,0.005258,0.067123,0.00091118,50.0,03,
B0100,20153,20150,66,37.846,False,,provisional,7.1907,0.004952,0.063224,0.00085825,50.0,03,
B0101,20208,20064,66,43.583,False,,provisional,8.2808,0.005703,0.072808,0.00098835,50.0,03,
B0102,20104,20222,66,28.956,False,,provisional,5.5016,0.003789,0.048373,0.00065664,50.0,03,
B0103,20040,20119,66,35.808,False,,provisional,6.8035,0.004686,0.05982,0.00081203,50.0,03,
B0104,20160,20121,66,17.769,False,,bridge,3.3761,0.002325,0.029684,0.00040295,50.0,03,
B0105,20156,20124,66,18.905,False,,bridge,3.592,0.002474,0.031582,0.00042872,50.0,03,
B0106,20131,20127,66,32.584,False,,provisional,6.191,0.004264,0.054434,0.00073892,50.0,03,
B0107,20120,20154,66,47.967,False,,provisional,9.1137,0.006277,0.080132,0.00108776,50.0,03,
B0108,20136,20037,66,15.316,False,,bridge,2.91,0.002004,0.025586,0.00034733,50.0,03,
B0109,20075,20042,66,48.724,False,,provisional,9.2576,0.006376,0.081397,0.00110493,50.0,03,
B0110,20189,20043,66,10.683,False,,bridge,2.0298,0.001398,0.017847,0.00024226,50.0,03,
B0111,20164,20045,66,26.186,False,,provisional,4.9753,0.003427,0.043746,0.00059383,50.0,03,
B0112,20049,20051,66,56.095,False,,provisional,10.658,0.00734,0.093711,0.00127209,50.0,03,
B0113,20050,20053,66,43.579,False,,provisional,8.28,0.005702,0.072802,0.00098826,50.0,03,
B0114,20228,20054,66,25.029,False,,provisional,4.7555,0.003275,0.041813,0.00056759,50.0,03,
B0115,20166,20086,66,46.392,False,,provisional,8.8145,0.006071,0.077501,0.00105205,50.0,03,
B0116,20041,20070,66,50.126,False,,provisional,9.5239,0.006559,0.083739,0.00113672,50.0,03,
B0117,20195,20082,66,38.795,False,,provisional,7.3711,0.005076,0.06481,0.00087977,50.0,03,
B0118,20038,20084,66,57.24,False,,provisional,10.8756,0.00749,0.095623,0.00129805,50.0,03,
B0119,20201,20090,66,42.397,False,,provisional,8.0554,0.005548,0.070827,0.00096145,50.0,03,
B0120,20036,20099,66,10.944,False,,bridge,2.0794,0.001432,0.018283,0.00024818,50.0,03,
B0121,20183,20106,66,17.19,False,,bridge,3.2661,0.002249,0.028717,0.00038982,50.0,03,
B0122,20144,20133,66,43.849,False,,provisional,8.3313,0.005738,0.073253,0.00099438,50.0,03,
B0123,20240,20135,66,47.606,False,,provisional,9.0451,0.006229,0.079529,0.00107958,50.0,03,
B0124,20141,20138,66,37.974,False,,provisional,7.2151,0.004969,0.063438,0.00086115,50.0,03,
B0125,20149,20140,66,29.347,False,,provisional,5.5759,0.00384,0.049026,0.00066551,50.0,03,
B0126,20137,20145,66,42.504,False,,provisional,8.0758,0.005562,0.071006,0.00096388,50.0,03,
B0127,20139,20151,66,57.683,False,,provisional,10.9598,0.007548,0.096363,0.0013081,50.0,03,
B0128,20170,20157,66,26.123,False,,provisional,4.9634,0.003418,0.04364,0.0005924,50.0,03,
B0129,20158,20087,66,59.862,False,,provisional,11.3738,0.007833,0.100004,0.00135751,50.0,03,
B0130,20113,20171,66,42.993,False,,provisional,8.1687,0.005626,0.071823,0.00097497,50.0,03,
B0131,20169,20175,66,51.476,False,,provisional,9.7804,0.006736,0.085994,0.00116734,50.0,03,
B0132,20161,20177,66,20.076,False,,bridge,3.8144,0.002627,0.033538,0.00045527,50.0,03,
B0133,20061,20179,66,21.323,False,,bridge,4.0514,0.00279,0.035622,0.00048355,50.0,03,
B0134,20071,20186,66,36.713,False,,provisional,6.9755,0.004804,0.061332,0.00083255,50.0,03,
B0135,20205,20191,66,23.225,False,,provisional,4.4127,0.003039,0.038799,0.00052668,50.0,03,
B0136,20059,20200,66,30.082,False,,provisional,5.7156,0.003936,0.050254,0.00068218,50.0,03,
B0137,20044,20207,66,16.377,False,,bridge,3.1116,0.002143,0.027359,0.00037139,50.0,03,
B0138,20085,20217,66,41.141,False,,provisional,7.8168,0.005383,0.068729,0.00093297,50.0,03,
B0139,20237,20224,66,16.177,False,,bridge,3.0736,0.002117,0.027025,0.00036685,50.0,03,
B0140,20194,20101,66,50.82,False,,provisional,9.6558,0.00665,0.084898,0.00115246,50.0,03,
B0141,20089,20123,66,11.785,False,,bridge,2.2391,0.001542,0.019688,0.00026725,50.0,03,
B0142,20178,20221,66,55.794,False,,provisional,10.6009,0.007301,0.093208,0.00126526,50.0,03,
B0143,20218,20231,66,57.624,False,,provisional,10.9486,0.00754,0.096265,0.00130676,50.0,03,
B0144,20231,20220,66,27.802,False,,provisional,5.2824,0.003638,0.046445,0.00063048,50.0,03,
I0145,20117,20115,66,62.433,False,,inset_provisional,11.8623,0.00817,0.104299,0.00141581,50.0,03,
I0146,20083,20168,66,69.874,False,,inset_provisional,13.2761,0.009143,0.116729,0.00158456,50.0,03,
I0147,20046,20185,66,79.036,False,,inset_provisional,15.0168,0.010342,0.132035,0.00179233,50.0,03,
XFRM9000,20241,20000,66,0.0,,,transformer,0.0,0.005,0.1,0.0,80.0,03,True
XFRM9001,20242,20074,66,0.0,,,transformer,0.0,0.005,0.1,0.0,80.0,03,True
XFRM9002,20243,20112,66,0.0,,,transformer,0.0,0.005,0.1,0.0,80.0,03,True
XFRM9003,20244,20007,66,0.0,,,transformer,0.0,0.005,0.1,0.0,80.0,03,True
XFRM9004,20245,20020,66,0.0,,,transformer,0.0,0.005,0.1,0.0,80.0,03,True
XFRM9005,20246,20056,66,0.0,,,transformer,0.0,0.005,0.1,0.0,80.0,03,True
XFRM9006,20247,20103,66,0.0,,,transformer,0.0,0.005,0.1,0.0,80.0,03,True
XFRM9007,20248,20012,66,0.0,,,transformer,0.0,0.005,0.1,0.0,80.0,03,True
XFRM9008,20249,20107,66,0.0,,,transformer,0.0,0.005,0.1,0.0,80.0,03,True
XFRM9009,20250,20188,66,0.0,,,transformer,0.0,0.005,0.1,0.0,80.0,03,True
495C,30000,30042,66,115.217,False,"[[295.2, 627.48], [321.96, 627.36], [344.52, 625.08], [355.56, 619.44], [372.96, 615.96], [388.2, 615.96], [388.81, 616.301], [389.518, 616.675], [390.311, 617.078], [391.181, 617.506], [392.115, 617.955], [393.103, 618.422], [394.135, 618.904], [395.198, 619.397], [396.284, 619.897], [397.38, 620.4], [398.476, 620.903], [399.562, 621.403], [400.625, 621.896], [401.657, 622.378], [402.645, 622.845], [403.579, 623.294], [404.449, 623.722], [405.242, 624.125], [405.95, 624.499], [406.56, 624.84]]",actual,11.5217,0.007935,0.101304,0.00137517,50.0,04,
482B,30000,30139,66,89.277,False,"[[404.88, 627.84], [391.08, 621.36], [391.098, 622.493], [391.116, 623.625], [391.134, 624.755], [391.151, 625.884], [391.168, 627.011], [391.185, 628.138], [391.201, 629.264], [391.216, 630.39], [391.231, 631.515], [391.245, 632.64], [391.258, 633.765], [391.27, 634.89], [391.281, 636.016], [391.291, 637.142], [391.299, 638.269], [391.307, 639.396], [391.312, 640.525], [391.316, 641.655], [391.319, 642.787], [391.32, 643.92], [386.88, 647.28], [388.56, 661.32], [395.28, 676.8], [400.32, 683.76], [400.36, 684.066], [400.409, 684.372], [400.465, 684.678], [400.527, 684.984], [400.596, 685.29], [400.669, 685.596], [400.746, 685.902], [400.827, 686.208], [400.91, 686.514], [400.995, 686.82], [401.081, 687.126], [401.167, 687.432], [401.252, 687.738], [401.336, 688.044], [401.417, 688.35], [401.495, 688.656], [401.569, 688.962], [401.639, 689.268], [401.703, 689.574], [401.76, 689.88]]",actual,8.9277,0.006149,0.078497,0.00106556,50.0,04,
L0001,30000,30140,66,11.64,False,"[[379.08, 632.04], [390.72, 632.04]]",actual,1.164,0.000802,0.010234,0.00013893,50.0,04,
L0002,30001,30002,66,93.98,False,"[[312.96, 697.68], [294.24, 699.6], [288.48, 709.2], [289.44, 719.52], [299.28, 720.6], [313.44, 727.2], [313.631, 727.609], [313.843, 728.075], [314.072, 728.594], [314.316, 729.16], [314.572, 729.769], [314.838, 730.414], [315.109, 731.091], [315.383, 731.795], [315.658, 732.519], [315.93, 733.26], [316.197, 734.012], [316.455, 734.769], [316.703, 735.526], [316.936, 736.279], [317.152, 737.021], [317.349, 737.748], [317.523, 738.455], [317.671, 739.136], [317.791, 739.786], [317.88, 740.4], [317.871, 741.102], [317.846, 741.804], [317.807, 742.506], [317.754, 743.208], [317.691, 743.91], [317.618, 744.612], [317.537, 745.314], [317.45, 746.016], [317.359, 746.718], [317.265, 747.42], [317.17, 748.122], [317.076, 748.824], [316.985, 749.526], [316.898, 750.228], [316.817, 750.93], [316.743, 751.632], [316.679, 752.334], [316.626, 753.036], [316.586, 753.738], [316.56, 754.44]]",actual,9.398,0.006472,0.082632,0.00112169,50.0,04,
L0003,30001,30002,66,59.552,False,"[[313.92, 697.32], [312.48, 704.76], [312.722, 705.807], [313.048, 707.061], [313.447, 708.498], [313.911, 710.095], [314.432, 711.827], [315.0, 713.671], [315.606, 715.604], [316.241, 717.601], [316.897, 719.639], [317.565, 721.695], [318.235, 723.744], [318.9, 725.764], [319.549, 727.73], [320.174, 729.618], [320.766, 731.406], [321.316, 733.068], [321.815, 734.583], [322.255, 735.926], [322.626, 737.072], [322.92, 738.0], [320.28, 754.92]]",actual,5.9552,0.004101,0.052361,0.00071078,50.0,04,
L0004,30001,30235,66,35.124,False,"[[339.48, 707.52], [339.48, 700.32], [311.64, 698.16]]",actual,3.5124,0.002419,0.030883,0.00041922,50.0,04,
L0005,30001,30237,66,17.225,False,"[[315.72, 679.32], [313.2, 696.36]]",actual,1.7225,0.001186,0.015145,0.00020559,50.0,04,
L0006,30002,30004,66,81.526,False,"[[376.56, 799.92], [364.32, 785.52], [357.48, 778.56], [326.28, 777.0], [326.245, 776.82], [326.211, 776.64], [326.18, 776.46], [326.149, 776.28], [326.121, 776.1], [326.093, 775.92], [326.067, 775.74], [326.042, 775.56], [326.018, 775.38], [325.995, 775.2], [325.973, 775.02], [325.952, 774.84], [325.931, 774.66], [325.911, 774.48], [325.892, 774.3], [325.873, 774.12], [325.854, 773.94], [325.836, 773.76], [325.818, 773.58], [325.8, 773.4], [307.92, 771.36]]",actual,8.1526,0.005615,0.071681,0.00097305,50.0,04,
4705,30002,30232,66,96.153,False,"[[291.0, 694.08], [290.502, 694.668], [289.981, 695.279], [289.44, 695.91], [288.881, 696.559], [288.307, 697.223], [287.721, 697.899], [287.125, 698.585], [286.521, 699.279], [285.912, 699.978], [285.3, 700.68], [284.688, 701.382], [284.079, 702.081], [283.475, 702.775], [282.879, 703.461], [282.292, 704.138], [281.719, 704.801], [281.16, 705.45], [280.619, 706.081], [280.098, 706.692], [279.6, 707.28], [279.6, 708.81], [279.6, 710.406], [279.6, 712.061], [279.6, 713.768], [279.6, 715.519], [279.6, 717.307], [279.6, 719.124], [279.6, 720.964], [279.6, 722.818], [279.6, 724.68], [279.6, 726.542], [279.6, 728.396], [279.6, 730.236], [279.6, 732.053], [279.6, 733.841], [279.6, 735.592], [279.6, 737.299], [279.6, 738.954], [279.6, 740.55], [279.6, 742.08], [283.32, 749.04], [296.64, 754.56], [318.24, 754.8]]",actual,9.6153,0.006622,0.084542,0.00114763,50.0,04,
L0007,30002,30236,66,27.297,False,"[[343.92, 742.2], [318.6, 752.4]]",actual,2.7297,0.00188,0.024001,0.0003258,50.0,04,
L0008,30003,30004,66,101.776,False,"[[287.16, 781.8], [293.52, 779.76], [303.48, 786.96], [315.36, 806.16], [331.44, 810.96], [373.92, 801.84]]",actual,10.1776,0.007009,0.089486,0.00121474,50.0,04,
L0009,30003,30014,66,62.086,False,"[[286.56, 780.48], [290.28, 776.04], [280.32, 764.16], [279.743, 763.145], [279.132, 762.018], [278.492, 760.792], [277.828, 759.48], [277.146, 758.096], [276.45, 756.654], [275.747, 755.167], [275.042, 753.648], [274.339, 752.111], [273.645, 750.57], [272.964, 749.038], [272.302, 747.528], [271.664, 746.054], [271.056, 744.63], [270.482, 743.269], [269.948, 741.984], [269.46, 740.789], [269.022, 739.698], [268.64, 738.724], [268.32, 737.88], [268.319, 737.286], [268.317, 736.692], [268.313, 736.098], [268.308, 735.504], [268.301, 734.91], [268.294, 734.316], [268.286, 733.722], [268.278, 733.128], [268.269, 732.534], [268.26, 731.94], [268.251, 731.346], [268.242, 730.752], [268.234, 730.158], [268.226, 729.564], [268.219, 728.97], [268.212, 728.376], [268.207, 727.782], [268.203, 727.188], [268.201, 726.594], [268.2, 726.0]]",actual,6.2086,0.004276,0.054589,0.00074102,50.0,04,
454B,30004,30070,66,59.047,False,"[[376.68, 801.48], [376.68, 825.96], [362.88, 837.24], [355.44, 852.24]]",actual,5.9047,0.004067,0.051917,0.00070475,50.0,04,
454A,30004,30204,66,46.935,False,"[[378.24, 801.48], [364.56, 813.96], [363.156, 814.093], [361.752, 814.239], [360.348, 814.396], [358.943, 814.564], [357.538, 814.74], [356.133, 814.923], [354.727, 815.113], [353.32, 815.306], [351.913, 815.502], [350.505, 815.7], [349.096, 815.898], [347.686, 816.094], [346.275, 816.288], [344.863, 816.477], [343.449, 816.66], [342.035, 816.836], [340.618, 817.004], [339.201, 817.161], [337.781, 817.307], [336.36, 817.44]]",actual,4.6935,0.003232,0.041267,0.00056019,50.0,04,
L0010,30004,30214,66,23.353,False,"[[376.68, 800.28], [353.52, 797.28]]",actual,2.3353,0.001608,0.020533,0.00027873,50.0,04,
L0011,30004,30213,66,28.226,False,"[[375.48, 799.56], [376.68, 771.36]]",actual,2.8226,0.001944,0.024818,0.00033689,50.0,04,
456A,30004,30229,66,34.306,False,"[[379.08, 798.0], [385.2, 785.88], [392.04, 772.32], [397.32, 774.0]]",actual,3.4306,0.002363,0.030163,0.00040946,50.0,04,
453C,30005,30006,66,127.533,False,"[[590.4, 819.24], [595.56, 819.96], [606.84, 825.24], [627.6, 855.24], [637.08, 856.44], [640.92, 855.48], [699.72, 844.2]]",actual,12.7533,0.008783,0.112133,0.00152216,50.0,04,
461C,30005,30249,66,75.005,False,"[[572.4, 749.64], [571.44, 768.12], [578.04, 792.84], [591.72, 813.84], [588.96, 819.0]]",actual,7.5005,0.005166,0.065948,0.00089522,50.0,04,
L0012,30006,30007,66,27.186,False,"[[698.64, 840.84], [686.16, 826.68], [677.88, 827.4]]",actual,2.7186,0.001872,0.023903,0.00032448,50.0,04,
455A,30006,30256,66,30.041,False,"[[699.36, 842.4], [670.08, 835.68]]",actual,3.0041,0.002069,0.026413,0.00035855,50.0,04,
441B,30006,30276,66,41.195,False,"[[700.2, 841.08], [718.44, 807.48], [721.2, 808.56]]",actual,4.1195,0.002837,0.036221,0.00049168,50.0,04,
463A,30006,30268,66,102.437,False,"[[700.2, 841.68], [697.44, 831.84], [699.6, 806.76], [693.36, 782.76], [692.64, 740.52]]",actual,10.2437,0.007055,0.090067,0.00122263,50.0,04,
464B,30007,30008,66,79.321,False,"[[685.8, 826.32], [683.04, 819.84], [675.6, 814.56], [637.32, 812.64], [635.76, 808.8], [615.12, 807.48]]",actual,7.9321,0.005463,0.069743,0.00094673,50.0,04,
L0013,30008,30011,66,23.968,False,"[[627.6, 786.36], [613.92, 806.04]]",actual,2.3968,0.001651,0.021074,0.00028607,50.0,04,
