bus_id,x,y,degree,symbol_type,ss_type,name,cross_prefecture,border_side,bus_type,load_mw,load_mvar,p_gen_mw,q_gen_mvar,v_pu
128,128.76,300.871,1,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0
129,585.12,766.171,0,substation_or_sw,変電所,※Ａ,False,,PQ,4.0,1.9373,0.0,0.0,1.0
130,589.56,779.311,0,substation_or_sw,変電所,※Ａ,False,,PQ,4.0,1.9373,0.0,0.0,1.0
131,566.4,787.351,1,substation_or_sw,変電所,小湊,False,,PQ,4.0,1.9373,0.0,0.0,1.0
132,564.72,807.271,1,junction,,小湊,False,,PQ,0.0,0.0,0.0,0.0,1.0
133,585.36,795.991,0,substation_or_sw,変電所,※Ａ,False,,PQ,4.0,1.9373,0.0,0.0,1.0
134,568.56,731.551,2,substation_or_sw,開閉所,泉野,False,,PQ,0.0,0.0,0.0,0.0,1.0
135,576.12,723.151,1,substation_or_sw,開閉所,泉野,False,,PQ,0.0,0.0,0.0,0.0,1.0
136,267.48,775.531,0,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
137,375.96,711.211,4,substation_or_sw,開閉所,(310704),False,,PQ,0.0,0.0,0.0,0.0,1.0
138,219.92,840.511,1,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
139,720.0,232.231,1,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0
140,719.64,243.511,1,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0
141,622.92,484.711,0,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
142,670.86,284.731,0,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
143,146.4,316.351,0,junction,,,True,W,PQ,0.0,0.0,0.0,0.0,1.0
144,516.72,457.934,3,generator,発電所,十和田湖(配),False,,PQ,0.0,0.0,5.0,2.4216,1.0
145,534.4,468.811,2,generator,発電所,十和田湖(配),False,,PQ,0.0,0.0,5.0,2.4216,1.0
146,240.42,465.331,0,substation_or_sw,開閉所,階上,False,,PQ,0.0,0.0,0.0,0.0,1.0
147,664.2,311.551,2,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
148,255.96,321.031,1,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0
149,496.824,704.959,1,generator,発電所,(310710),False,,PQ,0.0,0.0,5.0,2.4216,1.0
150,486.48,612.391,2,junction,,(310115),False,,PQ,0.0,0.0,0.0,0.0,1.0
151,499.8,618.751,2,substation_or_sw,変電所,(310115),False,,PQ,4.0,1.9373,0.0,0.0,1.0
152,67.2,542.671,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
153,75.48,552.571,2,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0
154,173.16,425.791,1,junction,,種市,False,,PQ,0.0,0.0,0.0,0.0,1.0
155,587.76,351.151,1,junction,,,True,unknown,PQ,0.0,0.0,0.0,0.0,1.0
156,433.08,702.151,2,junction,,(310711),False,,PQ,0.0,0.0,0.0,0.0,1.0
157,408.48,709.351,2,junction,,(310704),False,,PQ,0.0,0.0,0.0,0.0,1.0
158,664.08,358.711,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
159,357.72,824.071,2,junction,,(310401),False,,PQ,0.0,0.0,0.0,0.0,1.0
160,730.86,418.291,0,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
161,772.92,183.391,1,junction,,,True,E/N,PQ,0.0,0.0,0.0,0.0,1.0
162,583.56,333.391,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
163,374.16,370.831,1,junction,,(311014),False,,PQ,0.0,0.0,0.0,0.0,1.0
164,497.64,420.271,1,junction,,田子(配),True,unknown,PQ,0.0,0.0,0.0,0.0,1.0
165,592.62,507.451,0,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
166,471.24,857.191,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
167,453.48,501.031,1,junction,,(311003),False,,PQ,0.0,0.0,0.0,0.0,1.0
168,448.56,490.711,1,junction,,(311003),False,,PQ,0.0,0.0,0.0,0.0,1.0
169,583.56,545.791,1,junction,,(310906),True,unknown,PQ,0.0,0.0,0.0,0.0,1.0
170,755.92,343.271,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
171,577.56,390.151,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
172,730.56,171.391,1,junction,,,True,E/N,PQ,0.0,0.0,0.0,0.0,1.0
173,736.08,161.671,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
174,477.27,713.641,0,generator,発電所,野辺地,False,,PQ,0.0,0.0,5.0,2.4216,1.0
175,483.84,454.231,1,substation_or_sw,開閉所,田子(配),False,,PQ,0.0,0.0,0.0,0.0,1.0
176,713.4,379.831,0,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
177,551.04,736.951,1,substation_or_sw,開閉所,(310709),False,,PQ,0.0,0.0,0.0,0.0,1.0
178,387.96,811.831,0,substation_or_sw,開閉所,(310401),False,,PQ,0.0,0.0,0.0,0.0,1.0
179,193.16,160.445,3,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
180,160.95,173.041,2,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
181,225.86,161.971,6,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
182,231.48,136.711,2,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
183,208.656,205.159,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
184,208.44,184.171,2,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0
185,170.48,91.631,3,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
186,177.72,105.631,1,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0
187,221.34,117.751,2,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
188,201.583,136.111,1,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
189,201.9,110.731,0,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0
190,191.4,118.951,1,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
191,207.6,162.991,2,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
192,171.6,168.151,1,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0
193,166.8,213.271,1,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0
194,175.44,205.351,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
195,196.86,180.991,2,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
196,178.96,191.511,3,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
197,164.58,198.571,2,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
198,146.64,205.711,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
199,175.44,181.351,1,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
200,172.68,143.431,1,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
201,249.0,98.311,1,junction,,,True,N,PQ,0.0,0.0,0.0,0.0,1.0
202,251.88,197.431,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
203,176.82,222.691,0,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
204,162.96,69.991,1,junction,,,True,W/N,PQ,0.0,0.0,0.0,0.0,1.0
205,723.36,576.211,0,substation_or_sw,開閉所,南津軽,False,,PQ,0.0,0.0,0.0,0.0,1.0
206,680.4,250.231,1,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0
207,714.84,333.451,0,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
208,765.08,298.831,3,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
209,751.44,308.071,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
210,785.88,254.911,1,junction,,,True,E/N,PQ,0.0,0.0,0.0,0.0,1.0
211,424.68,632.071,0,substation_or_sw,開閉所,七戸,False,,PQ,0.0,0.0,0.0,0.0,1.0
212,410.16,588.271,1,junction,,稲生,False,,PQ,0.0,0.0,0.0,0.0,1.0
213,428.76,588.271,1,substation_or_sw,開閉所,稲生,False,,PQ,0.0,0.0,0.0,0.0,1.0
214,312.84,859.231,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
215,340.8,860.311,1,junction,,(310401),False,,PQ,0.0,0.0,0.0,0.0,1.0
216,345.72,319.591,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
217,349.68,696.631,1,junction,,(310704),True,unknown,PQ,0.0,0.0,0.0,0.0,1.0
218,274.32,1031.192,0,junction,,(310605),False,,PQ,0.0,0.0,0.0,0.0,1.0
219,244.08,238.351,0,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
220,611.04,222.391,2,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
221,636.265,226.491,2,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
222,436.85,440.551,0,substation_or_sw,開閉所,(311003),False,,PQ,0.0,0.0,0.0,0.0,1.0
223,415.31,423.871,0,generator,発電所,三戸,False,,PQ,0.0,0.0,5.0,2.4216,1.0
224,546.11,649.051,0,substation_or_sw,開閉所,田代,False,,PQ,0.0,0.0,0.0,0.0,1.0
225,560.33,638.491,0,substation_or_sw,開閉所,田代平(開),False,,PQ,0.0,0.0,0.0,0.0,1.0
226,721.85,1045.772,0,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
227,287.63,888.211,0,substation_or_sw,開閉所,※Ａ,False,,PQ,0.0,0.0,0.0,0.0,1.0
228,238.31,747.751,0,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
229,245.404,810.203,2,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
230,672.48,213.871,1,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
231,509.99,918.571,0,substation_or_sw,開閉所,仲崎,False,,PQ,0.0,0.0,0.0,0.0,1.0
232,508.97,906.331,0,substation_or_sw,開閉所,仲崎,False,,PQ,0.0,0.0,0.0,0.0,1.0
233,770.15,454.951,0,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
234,227.45,1079.102,0,substation_or_sw,開閉所,,False,,PQ,0.0,0.0,0.0,0.0,1.0
235,227.39,1063.712,0,substation_or_sw,開閉所,(310102),False,,PQ,0.0,0.0,0.0,0.0,1.0
236,604.01,732.451,0,generator,発電所,泉野,False,,PQ,0.0,0.0,5.0,2.4216,1.0
237,210.47,1076.612,0,generator,発電所,岡町,False,,PQ,0.0,0.0,5.0,2.4216,1.0
238,521.64,472.531,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
239,529.98,478.411,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
