bus_id,x,y,degree,symbol_type,ss_type,name,cross_prefecture,border_side,bus_type,load_mw,load_mvar,p_gen_mw,q_gen_mvar,v_pu
251,642.0,855.12,1,junction,,鍋田,False,,PQ,0.0,0.0,0.0,0.0,1.0
252,597.88,639.56,3,substation_or_sw,開閉所,仙台,False,,PQ,0.0,0.0,0.0,0.0,1.0
253,582.0,685.8,1,substation_or_sw,開閉所,荒巻,False,,PQ,0.0,0.0,0.0,0.0,1.0
254,596.76,665.64,2,substation_or_sw,開閉所,七北田,False,,PQ,0.0,0.0,0.0,0.0,1.0
255,696.6,806.4,0,substation_or_sw,開閉所,卸町,False,,PQ,0.0,0.0,0.0,0.0,1.0
256,670.08,835.68,1,substation_or_sw,開閉所,長町,False,,PQ,0.0,0.0,0.0,0.0,1.0
257,627.6,835.08,1,substation_or_sw,変電所,鍋田,False,,PQ,4.0,1.9373,0.0,0.0,1.0
258,705.909,785.657,1,substation_or_sw,開閉所,卸町,False,,PQ,0.0,0.0,0.0,0.0,1.0
259,724.14,770.34,2,substation_or_sw,開閉所,福田町,False,,PQ,0.0,0.0,0.0,0.0,1.0
260,702.63,750.93,2,substation_or_sw,変電所,苦竹,False,,PQ,4.0,1.9373,0.0,0.0,1.0
261,710.04,767.12,3,substation_or_sw,開閉所,福田町,False,,PQ,0.0,0.0,0.0,0.0,1.0
262,721.32,754.56,1,substation_or_sw,変電所,福田町,False,,PQ,4.0,1.9373,0.0,0.0,1.0
263,599.16,833.4,1,substation_or_sw,変電所,土樋,False,,PQ,4.0,1.9373,0.0,0.0,1.0
264,611.64,831.0,1,junction,,土樋,False,,PQ,0.0,0.0,0.0,0.0,1.0
265,591.12,680.16,1,substation_or_sw,変電所,七北田,False,,PQ,4.0,1.9373,0.0,0.0,1.0
266,697.08,716.52,1,substation_or_sw,開閉所,小鶴新田,False,,PQ,0.0,0.0,0.0,0.0,1.0
267,688.44,722.4,1,substation_or_sw,開閉所,小鶴新田,False,,PQ,0.0,0.0,0.0,0.0,1.0
268,693.81,737.97,2,substation_or_sw,開閉所,苦竹,False,,PQ,0.0,0.0,0.0,0.0,1.0
269,752.76,793.92,1,junction,,東若林,False,,PQ,0.0,0.0,0.0,0.0,1.0
270,724.56,793.92,1,junction,,卸町,False,,PQ,0.0,0.0,0.0,0.0,1.0
271,716.22,822.78,0,substation_or_sw,開閉所,沖野,False,,PQ,0.0,0.0,0.0,0.0,1.0
272,617.82,662.64,2,generator,発電所,七北田,False,,PQ,0.0,0.0,5.0,2.4216,1.0
273,645.27,680.28,2,substation_or_sw,開閉所,鶴ヶ谷,False,,PQ,0.0,0.0,0.0,0.0,1.0
274,708.24,736.2,2,junction,,苦竹,False,,PQ,0.0,0.0,0.0,0.0,1.0
275,681.0,683.52,2,junction,,小鶴新田,False,,PQ,0.0,0.0,0.0,0.0,1.0
276,722.88,807.72,2,substation_or_sw,開閉所,東若林,False,,PQ,0.0,0.0,0.0,0.0,1.0
277,573.84,800.31,0,substation_or_sw,変電所,八木山,False,,PQ,4.0,1.9373,0.0,0.0,1.0
278,583.92,769.68,1,junction,,大町,False,,PQ,0.0,0.0,0.0,0.0,1.0
279,611.16,761.04,2,substation_or_sw,開閉所,広瀬通,False,,PQ,0.0,0.0,0.0,0.0,1.0
280,652.32,726.72,1,substation_or_sw,開閉所,中仙台,False,,PQ,0.0,0.0,0.0,0.0,1.0
281,599.52,753.58,2,substation_or_sw,変電所,大町,False,,PQ,4.0,1.9373,0.0,0.0,1.0
282,634.08,738.24,3,substation_or_sw,開閉所,中仙台,False,,PQ,0.0,0.0,0.0,0.0,1.0
283,652.152,769.176,1,substation_or_sw,開閉所,五ツ橋,False,,PQ,0.0,0.0,0.0,0.0,1.0
284,624.36,690.0,1,substation_or_sw,開閉所,旭ヶ丘,False,,PQ,0.0,0.0,0.0,0.0,1.0
285,604.32,703.32,1,substation_or_sw,変電所,堤通,False,,PQ,4.0,1.9373,0.0,0.0,1.0
286,578.64,713.7,2,substation_or_sw,変電所,堤通,False,,PQ,4.0,1.9373,0.0,0.0,1.0
287,605.76,722.4,1,substation_or_sw,開閉所,勾当台,False,,PQ,0.0,0.0,0.0,0.0,1.0
288,623.58,767.58,0,substation_or_sw,開閉所,柳町通,False,,PQ,0.0,0.0,0.0,0.0,1.0
289,552.84,742.68,1,generator,発電所,（340701）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
290,558.84,733.68,1,junction,,（340706）,False,,PQ,0.0,0.0,0.0,0.0,1.0
291,568.8,770.7,0,substation_or_sw,変電所,大町,False,,PQ,4.0,1.9373,0.0,0.0,1.0
292,613.44,736.56,1,substation_or_sw,開閉所,本町,False,,PQ,0.0,0.0,0.0,0.0,1.0
293,233.76,835.68,1,generator,発電所,（340501）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
294,230.64,822.36,1,junction,,（340501）,False,,PQ,0.0,0.0,0.0,0.0,1.0
295,217.32,453.0,1,generator,発電所,（341005）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
296,407.96,557.64,1,generator,発電所,（341110）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
297,264.84,578.28,1,generator,発電所,（340905）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
298,274.44,569.4,1,generator,発電所,（340905）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
299,274.44,1063.441,1,generator,発電所,（340308）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
300,288.0,1062.481,1,junction,,丸森,False,,PQ,0.0,0.0,0.0,0.0,1.0
301,513.0,315.12,1,substation_or_sw,開閉所,佐沼,False,,PQ,0.0,0.0,0.0,0.0,1.0
302,510.6,332.28,1,substation_or_sw,変電所,佐沼,False,,PQ,4.0,1.9373,0.0,0.0,1.0
303,492.24,1011.841,1,junction,,開閉所,False,,PQ,0.0,0.0,0.0,0.0,1.0
304,514.8,1011.841,1,junction,,開閉所,False,,PQ,0.0,0.0,0.0,0.0,1.0
305,452.76,722.04,1,generator,発電所,多賀城,False,,PQ,0.0,0.0,5.0,2.4216,1.0
306,148.44,1025.401,1,generator,発電所,（340305）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
307,163.8,1025.281,1,junction,,（340305）,True,W/S,PQ,0.0,0.0,0.0,0.0,1.0
308,306.96,716.16,1,substation_or_sw,開閉所,本町,False,,PQ,0.0,0.0,0.0,0.0,1.0
309,326.84,715.36,3,substation_or_sw,開閉所,勾当台,False,,PQ,0.0,0.0,0.0,0.0,1.0
310,218.52,787.5,2,generator,発電所,（340503）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
311,308.64,166.56,1,generator,発電所,（341016）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
312,263.76,225.72,1,generator,発電所,（341014）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
313,183.84,444.84,1,generator,発電所,（341026）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
314,231.48,620.1,0,substation_or_sw,変電所,明通,False,,PQ,4.0,1.9373,0.0,0.0,1.0
315,98.04,958.201,1,junction,,（340301）,True,W/S,PQ,0.0,0.0,0.0,0.0,1.0
316,214.14,725.88,2,substation_or_sw,開閉所,愛子,False,,PQ,0.0,0.0,0.0,0.0,1.0
317,266.76,808.08,1,substation_or_sw,開閉所,（340506）,False,,PQ,0.0,0.0,0.0,0.0,1.0
318,279.36,799.08,1,generator,発電所,（340504）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
319,718.77,418.23,4,substation_or_sw,変電所,五ツ橋,False,,PQ,4.0,1.9373,0.0,0.0,1.0
320,707.52,408.96,2,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0
321,712.65,383.535,4,substation_or_sw,変電所,錦町,False,,PQ,4.0,1.9373,0.0,0.0,1.0
322,706.8,361.56,2,substation_or_sw,変電所,仙台市内３３ｋV系統図,False,,PQ,4.0,1.9373,0.0,0.0,1.0
323,744.0,363.274,7,substation_or_sw,開閉所,錦町,False,,PQ,0.0,0.0,0.0,0.0,1.0
324,731.52,436.86,4,substation_or_sw,変電所,五ツ橋,False,,PQ,4.0,1.9373,0.0,0.0,1.0
325,754.44,439.584,5,substation_or_sw,開閉所,五ツ橋,False,,PQ,0.0,0.0,0.0,0.0,1.0
326,782.58,415.62,2,substation_or_sw,変電所,五ツ橋,False,,PQ,4.0,1.9373,0.0,0.0,1.0
327,769.86,407.58,2,substation_or_sw,変電所,五ツ橋,False,,PQ,4.0,1.9373,0.0,0.0,1.0
329,512.75,446.34,0,substation_or_sw,開閉所,箟岳,False,,PQ,0.0,0.0,0.0,0.0,1.0
330,291.489,818.098,2,substation_or_sw,変電所,（340504）,False,,PQ,4.0,1.9373,0.0,0.0,1.0
331,493.56,958.441,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0
332,503.76,958.441,3,junction,,変電所,False,,PQ,0.0,0.0,0.0,0.0,1.0
333,516.24,958.441,1,junction,,変電所,True,S,PQ,0.0,0.0,0.0,0.0,1.0
334,503.76,983.401,1,substation_or_sw,開閉所,変電所,False,,PQ,0.0,0.0,0.0,0.0,1.0
335,503.39,1037.581,0,substation_or_sw,変電所,発電所,False,,PQ,4.0,1.9373,0.0,0.0,1.0
336,218.87,211.02,0,generator,発電所,（341020）,False,,PQ,0.0,0.0,5.0,2.4216,1.0
337,504.35,1075.021,0,generator,発電所,発電所,False,,PQ,0.0,0.0,5.0,2.4216,1.0
338,432.96,326.7,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
339,436.5,636.9,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
340,415.62,509.04,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
341,311.04,235.8,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
342,497.28,578.34,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0
343,401.58,649.7,1,source,上位系統電源,大日_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05
344,217.52,399.0,1,source,上位系統電源,宮崎_SRC,False,,SL,0.0,0.0,0.0,0.0,1.05
345,385.8,178.22,1,source,上位系統電源,岩ヶ崎_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05
